KPI_Metric_Id,Task_ID,Resource_IDs,Durations_Resource_IDs,Task_Weight
5,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[67.25, 54.5, 63.5, 21.0, 39.0, 9.25, 48.75, 57.25, 56.5, 51.5, 8.0, 44.0, 68.25, 48.25, 48.0, 56.0, 41.75, 38.25, 5.0, 72.25]",0.16742880029524113
6,21,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[63.5, 10.25, 46.25, 4.75, 35.75, 45.75, 37.5, 57.25, 30.25, 36.25, 15.25, 27.75, 55.75, 63.5, 47.0, 26.25, 12.25, 60.25, 37.25, 4.0]",0.18309707764652883
6,22,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[34.5, 35.75, 41.0, 49.0, 19.0, 70.0, 25.5, 46.0, 20.0, 57.5, 17.25, 31.0, 14.75, 73.75, 63.25, 3.25, 58.0, 8.75, 14.5, 50.75]",0.18304545100268116
6,23,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[40.75, 66.25, 28.25, 29.75, 57.0, 55.5, 70.5, 42.25, 47.25, 15.5, 18.0, 17.25, 7.25, 72.0, 59.25, 66.75, 28.75, 68.5, 64.75, 22.25]",0.5099504408509475
6,24,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[40.25, 40.5, 10.25, 72.75, 42.5, 65.5, 39.5, 62.5, 38.75, 62.25, 5.75, 7.0, 62.75, 36.5, 15.75, 38.5, 17.5, 55.75, 66.5, 63.0]",0.12390703049984247
7,25,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[64.25, 51.75, 15.0, 45.25, 34.0, 66.5, 17.25, 1.25, 64.0, 43.25, 17.25, 16.0, 2.0, 40.0, 55.75, 74.25, 59.0, 39.0, 65.5, 38.25]",0.12079145971718887
7,26,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[74.75, 51.0, 17.75, 18.25, 58.5, 14.5, 1.75, 8.75, 42.0, 65.5, 51.0, 24.5, 73.0, 8.25, 14.75, 1.75, 59.75, 63.75, 70.5, 18.0]",0.2484164380240241
7,27,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[51.75, 25.25, 60.5, 14.75, 9.75, 29.0, 50.25, 10.25, 31.0, 11.75, 21.75, 49.0, 1.75, 73.5, 37.75, 52.5, 34.0, 53.25, 29.25, 21.25]",0.13154997912943125
7,28,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[7.5, 25.5, 46.25, 15.75, 37.75, 29.0, 50.25, 41.25, 61.5, 47.5, 36.75, 52.5, 9.75, 32.75, 10.0, 7.75, 33.5, 75.0, 61.5, 43.25]",0.4992421231293557
8,29,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[12.0, 24.75, 23.5, 70.5, 67.25, 51.25, 48.5, 48.5, 16.5, 68.25, 24.25, 48.5, 29.5, 57.75, 5.0, 28.0, 51.25, 16.0, 10.5, 64.5]",0.024308592065341063
8,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[5.75, 35.25, 61.5, 48.25, 68.5, 61.5, 10.25, 36.75, 34.5, 52.75, 68.25, 27.75, 6.5, 64.75, 50.5, 12.25, 20.0, 58.0, 21.5, 36.5]",0.2897708729232794
8,31,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[33.75, 42.75, 5.0, 46.0, 54.25, 48.0, 19.25, 33.5, 1.5, 55.5, 34.0, 51.75, 43.5, 13.75, 46.75, 40.25, 65.0, 67.25, 47.25, 74.0]",0.33904057137075594
8,32,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[18.25, 70.0, 53.0, 20.75, 18.0, 34.25, 46.0, 3.5, 16.25, 62.25, 8.25, 70.0, 35.75, 24.75, 8.25, 3.25, 72.75, 6.5, 21.0, 24.5]",0.34687996364062357
9,33,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[59.5, 31.25, 22.75, 48.0, 75.0, 41.0, 5.25, 74.0, 72.5, 19.75, 29.5, 23.25, 15.75, 72.25, 45.0, 13.0, 48.25, 1.25, 58.25, 41.25]",0.18519449407828925
9,34,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[54.25, 9.25, 19.5, 38.75, 13.75, 38.75, 10.75, 43.75, 42.25, 49.75, 23.75, 1.0, 60.0, 41.25, 42.0, 55.75, 64.5, 6.75, 64.25, 37.25]",0.34046615195276536
9,35,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[4.0, 66.75, 72.0, 63.0, 60.5, 1.75, 33.0, 41.25, 53.25, 28.75, 51.25, 20.5, 68.75, 52.0, 61.25, 52.5, 33.0, 5.5, 1.0, 27.0]",0.1682416811882384
9,36,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[57.0, 66.25, 30.75, 41.5, 28.0, 71.5, 11.75, 49.0, 5.0, 27.75, 31.75, 63.25, 71.5, 3.5, 41.0, 72.25, 45.25, 33.5, 55.5, 69.0]",0.306097672780707
10,37,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[60.75, 10.0, 75.0, 59.0, 31.5, 9.0, 42.75, 28.0, 19.25, 39.5, 44.75, 44.25, 67.25, 45.25, 2.75, 67.75, 42.5, 59.25, 24.0, 54.0]",0.16284240621302595
10,38,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[36.0, 7.5, 67.0, 44.25, 42.5, 14.0, 35.25, 5.5, 6.25, 37.75, 65.0, 40.25, 73.0, 71.5, 51.5, 36.5, 28.75, 22.5, 50.5, 70.0]",0.24063894912647515
10,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[52.5, 37.75, 48.75, 56.75, 64.25, 51.75, 72.0, 14.0, 9.5, 59.5, 23.75, 34.25, 5.5, 24.5, 14.75, 34.0, 6.25, 17.5, 45.75, 63.5]",0.3005413436777845
10,40,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[75.0, 48.75, 9.5, 58.0, 47.75, 40.0, 23.25, 15.0, 36.75, 57.0, 43.25, 50.75, 59.25, 20.5, 0.5, 26.75, 48.5, 15.75, 10.75, 52.5]",0.29597730098271446
11,41,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[64.25, 68.0, 46.25, 37.25, 20.25, 41.5, 21.5, 74.25, 28.75, 33.0, 67.5, 6.25, 4.0, 29.5, 21.75, 64.25, 26.5, 22.0, 58.25, 71.0]",0.23384526020484056
11,42,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[22.5, 27.25, 17.0, 19.0, 47.25, 74.25, 50.5, 62.25, 56.0, 33.75, 0.5, 44.5, 24.75, 73.5, 42.75, 22.5, 49.0, 64.75, 18.25, 8.25]",0.22312627064524418
11,43,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[28.0, 34.75, 0.75, 69.0, 26.0, 63.25, 21.5, 20.5, 3.75, 32.0, 64.25, 9.0, 14.75, 7.0, 62.0, 2.25, 13.0, 42.75, 51.25, 41.5]",0.3353697695937495
11,44,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[17.0, 64.0, 31.0, 73.5, 1.0, 32.25, 65.25, 56.0, 29.25, 53.0, 54.75, 9.75, 50.75, 53.25, 54.25, 54.0, 73.75, 2.5, 3.5, 59.5]",0.2076586995561658
12,45,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[6.75, 69.25, 11.25, 44.75, 6.0, 73.5, 70.0, 19.5, 47.0, 48.5, 39.5, 59.5, 73.0, 50.75, 61.25, 51.75, 4.25, 14.5, 23.75, 71.75]",0.06540309654286228
12,46,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[24.5, 48.75, 49.25, 20.0, 49.5, 39.5, 21.0, 46.25, 42.5, 39.25, 61.25, 30.0, 3.25, 3.5, 68.0, 33.5, 65.25, 68.5, 67.25, 6.25]",0.2268698611436757
12,47,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[14.75, 49.0, 47.0, 25.25, 20.75, 26.5, 73.5, 42.75, 25.5, 62.5, 46.75, 3.75, 42.0, 20.25, 32.0, 35.75, 24.5, 31.5, 8.25, 20.75]",0.06390343343132875
12,48,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[37.0, 51.5, 21.0, 31.25, 23.75, 11.25, 39.0, 14.25, 43.25, 61.0, 71.75, 42.5, 12.0, 29.75, 39.25, 45.5, 61.5, 38.75, 26.25, 25.75]",0.6438236088821333
13,49,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[0.25, 29.0, 25.25, 42.0, 50.5, 13.5, 67.0, 53.0, 57.75, 9.5, 2.5, 61.0, 3.75, 5.75, 21.0, 11.5, 36.5, 55.75, 41.25, 19.75]",0.407322940712301
13,50,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[41.5, 60.0, 66.25, 6.75, 74.75, 52.25, 64.0, 26.0, 68.75, 43.5, 70.0, 38.0, 1.25, 47.25, 28.5, 68.0, 48.75, 58.0, 5.75, 51.5]",0.04633479989973822
13,51,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[72.0, 48.75, 61.0, 40.5, 44.5, 19.0, 65.25, 69.75, 72.5, 35.75, 4.5, 40.25, 11.75, 0.75, 27.5, 52.25, 24.0, 35.75, 3.5, 35.0]",0.4011174193162963
13,52,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[26.0, 64.25, 55.5, 53.0, 59.25, 65.25, 42.75, 60.75, 74.75, 7.5, 54.0, 5.75, 26.75, 25.25, 9.0, 55.5, 47.75, 40.0, 33.5, 45.75]",0.14522484007166442
14,53,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[29.25, 60.5, 18.0, 27.0, 14.25, 52.75, 11.0, 69.0, 34.5, 50.5, 57.5, 3.5, 65.75, 32.5, 19.5, 62.75, 67.75, 43.25, 48.5, 22.25]",0.43207734188117347
14,54,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[30.75, 39.25, 22.5, 51.75, 55.25, 37.25, 7.25, 2.75, 51.75, 49.5, 3.5, 31.75, 22.25, 22.0, 72.25, 55.0, 66.25, 34.25, 71.0, 54.75]",0.044851587607505884
14,55,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[5.5, 59.25, 52.0, 66.0, 15.25, 51.0, 21.75, 2.25, 10.0, 57.0, 47.5, 12.5, 56.0, 23.25, 11.0, 50.25, 57.75, 41.75, 50.5, 70.75]",0.32448998208388313
14,56,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[1.0, 69.25, 40.5, 53.0, 65.25, 65.5, 34.25, 66.5, 68.5, 10.75, 3.0, 9.0, 71.25, 1.25, 8.0, 61.5, 22.25, 59.5, 18.5, 47.0]",0.1985810884274375
15,57,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[48.75, 35.5, 64.25, 38.25, 44.0, 23.5, 13.0, 2.25, 20.5, 22.5, 15.25, 66.75, 7.5, 5.5, 65.75, 12.5, 11.75, 69.5, 37.0, 22.75]",0.03612460171995612
15,58,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[66.0, 62.75, 42.0, 59.75, 14.25, 30.75, 47.0, 11.0, 0.75, 64.25, 74.0, 22.25, 61.0, 50.0, 67.25, 12.25, 74.25, 65.25, 71.75, 69.0]",0.6131716692693855
15,59,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[3.0, 37.75, 0.25, 67.5, 60.75, 70.75, 30.5, 53.25, 59.0, 4.25, 46.0, 4.25, 31.0, 31.25, 74.0, 11.25, 21.5, 26.75, 10.75, 46.0]",0.04788118490912632
15,60,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[59.25, 45.5, 43.5, 3.0, 36.5, 68.0, 41.5, 2.75, 27.5, 29.5, 17.75, 14.0, 4.75, 6.75, 63.75, 59.25, 5.25, 42.75, 19.75, 21.25]",0.3028225441015321
16,61,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[31.25, 12.0, 64.75, 2.75, 37.5, 24.75, 23.75, 2.5, 54.5, 62.5, 8.0, 67.5, 44.5, 54.0, 58.5, 41.25, 56.5, 31.75, 27.25, 31.5]",0.21494653799609942
16,62,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[52.25, 67.5, 73.0, 51.5, 52.5, 13.5, 18.25, 56.25, 3.0, 31.0, 11.0, 41.25, 13.5, 50.25, 49.0, 67.5, 24.5, 37.0, 66.75, 75.0]",0.15617774056665074
16,63,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[54.25, 13.5, 2.5, 2.25, 41.25, 22.0, 54.75, 22.0, 68.5, 25.0, 65.0, 16.0, 39.75, 6.0, 13.5, 52.0, 31.5, 54.75, 25.0, 9.25]",0.3269406800583413
16,64,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[34.25, 4.75, 0.25, 11.25, 60.25, 65.25, 1.0, 59.5, 7.0, 27.5, 34.75, 64.25, 55.75, 38.75, 7.75, 38.75, 4.25, 53.0, 67.25, 49.0]",0.3019350413789085
17,65,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[68.25, 70.75, 22.25, 69.0, 25.25, 16.75, 48.5, 70.0, 47.25, 62.0, 9.0, 72.0, 72.25, 61.5, 13.5, 59.5, 21.25, 0.75, 55.75, 70.25]",0.3309829158909766
17,66,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[39.25, 4.25, 1.5, 42.75, 9.0, 6.75, 19.0, 23.5, 57.5, 35.75, 1.0, 35.75, 62.75, 52.25, 49.75, 71.5, 42.0, 25.25, 7.25, 5.0]",0.15020195248630952
17,67,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[1.0, 69.75, 73.5, 46.25, 25.75, 21.5, 39.0, 61.0, 35.75, 19.25, 13.75, 38.0, 21.75, 43.25, 46.25, 69.5, 16.0, 4.25, 39.75, 40.0]",0.39663153027725606
17,68,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[36.5, 16.5, 32.0, 28.0, 49.75, 41.0, 46.75, 12.5, 69.25, 53.75, 0.5, 29.5, 52.5, 63.0, 2.25, 25.5, 39.75, 31.75, 45.5, 7.0]",0.12218360134545786
18,69,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[12.75, 13.75, 36.75, 5.5, 10.5, 10.5, 23.75, 48.0, 49.5, 70.0, 28.5, 6.5, 38.0, 50.5, 40.5, 47.5, 28.5, 2.5, 2.5, 57.0]",0.27137388171344246
18,70,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[15.25, 24.75, 73.75, 24.75, 1.75, 42.25, 15.25, 34.5, 61.5, 37.75, 61.0, 49.25, 26.0, 43.5, 15.5, 66.25, 37.0, 19.5, 1.75, 45.25]",0.31768289553622187
18,71,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[17.25, 0.25, 27.5, 55.0, 53.75, 10.0, 39.0, 15.25, 54.5, 20.25, 15.0, 16.5, 72.0, 47.25, 40.0, 52.5, 12.25, 20.0, 71.5, 34.25]",0.19394212673017722
18,72,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[33.75, 38.75, 71.0, 11.75, 15.75, 11.25, 50.25, 14.25, 31.75, 14.75, 37.75, 47.5, 70.25, 0.25, 25.5, 71.0, 46.25, 65.25, 38.75, 71.5]",0.21700109602015846
19,73,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[74.75, 17.0, 1.0, 57.75, 4.5, 31.5, 0.5, 38.0, 44.75, 29.25, 28.5, 31.0, 9.25, 32.0, 30.0, 1.75, 11.5, 52.75, 64.25, 68.75]",0.3540258386651219
19,74,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[61.5, 42.25, 40.0, 17.0, 6.0, 14.0, 20.5, 69.75, 64.75, 56.5, 25.75, 49.75, 9.0, 62.0, 45.5, 32.5, 5.75, 71.0, 33.75, 36.0]",0.3538826317130738
19,75,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[37.0, 55.25, 61.25, 2.5, 54.25, 39.0, 66.5, 2.25, 49.0, 36.75, 11.75, 45.25, 43.0, 9.0, 25.0, 60.5, 72.75, 53.25, 31.0, 35.25]",0.0481026289490331
19,76,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[73.75, 6.75, 33.5, 9.5, 38.0, 60.25, 32.5, 69.25, 42.5, 70.75, 60.0, 19.75, 46.25, 68.0, 20.0, 5.0, 45.75, 71.5, 27.25, 9.75]",0.24398890067277115
20,77,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[24.75, 12.5, 58.0, 44.5, 21.25, 1.5, 64.75, 7.5, 1.75, 74.0, 65.25, 61.25, 10.75, 64.0, 23.75, 22.25, 3.25, 54.25, 1.75, 17.5]",0.25081907595263697
20,78,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[72.5, 29.25, 54.5, 51.25, 66.5, 30.75, 68.75, 48.5, 64.5, 53.5, 25.5, 34.75, 52.75, 63.25, 51.0, 48.5, 69.0, 40.0, 69.75, 59.25]",0.40090637273689367
20,79,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[17.5, 14.5, 17.5, 11.5, 10.5, 39.75, 18.0, 5.75, 25.75, 37.0, 27.75, 10.5, 62.0, 48.5, 73.25, 7.5, 37.25, 26.25, 61.5, 69.75]",0.26033667931694965
