KPI_Goal_Id,KPI_Goal_Description,KPI_Metric_Id,KPI_Metric,KPI_Metric_Description,Planned_Value,Real_Value,Weight
11,Rigorously enforce building and zoning laws.,11,Office of Administrative Trials and Hearings violations issued,The total number of violations issued by DOB that fall under the jurisdiction of the Environmental Control Board.  Initially reported data for the Preliminary Mayor’s Management Report (PMMR) and annual Mayor’s Management Report (MMR) is typically incomplete due to data entry backlog and routinely updated in subsequent releases of the MMR.,29079.715114362054,24115.058823529413,1.0
12,Increase public access to government information.,12,311 calls (000),"The number of calls received by the Customer Service Center by dialing 3-1-1 directly by dialing 212-NEWYORK, the number available to callers outside the five boroughs of the City or by dialing agency call centers or hotlines that were consolidated into 311 operations.",1967.8589232102775,1638.9140384615384,1.0
13,Improve the efficiency of public access to government services,13,Calls answered in 30 seconds (%),The percentage of calls answered by a call center representative in 30 seconds or less. Time begins after initial prerecorded messages.,100.0,81.35682692307692,1.0
14,Comply with all federal and State drinking water quality standards and monitor and respond to customer-reported aesthetic issues.,14,In-City samples meeting water quality standards for coliform bacteria (%),The percent of time the City drinking water meets the State quality standard for coliform bacteria. This is a standard measure of microbiological purity for drinking water.,100.0,100.0,1.0
15,"Ensure that customer billing is accurate, transparent and fair.",15,Average daily in-City water consumption (millions of gallons),The mean number of gallons delivered each day for in-City consumption.,1197.335795266915,993.1538461538462,1.0
16,Maintain high levels of compliance with federal and State treatment standards for wastewater and sewage entering receiving waters.,16,Water resource recovery facility effluent meeting State Pollutant Discharge Elimination Standards (%),The percent of treated wastewater leaving in-City treatment plants that meet State Pollutant Discharge Elimination Standards for suspended solids and biochemical oxygen demand.,100.0,99.76442307692308,1.0
17,Resolve emergencies and perform preventive maintenance and required repairs to the water distribution and wastewater collection systems in a timely manner.,17,Water main breaks,The number of water main breaks responded to by DEP.,42.48310504248505,36.0,1.0
18,Resolve emergencies and perform preventive maintenance and required repairs to the water distribution and wastewater collection systems in a timely manner.,18,Broken and inoperative hydrants (%),"The percent of all hydrants in the City which are broken and inoperative. There are approximately 110,180 fire hydrants in the City.",100.0,0.39355769230769233,1.0
19,Resolve emergencies and perform preventive maintenance and required repairs to the water distribution and wastewater collection systems in a timely manner.,19,Sewer backup resolution time (hours),The average amount of time that DEP takes to resolve a sewer backup from the time the complaint is received. Resolution of a complaint can occur by clearing of a blockage or an inspection that reveals no backup or that the problem is on private infrastructure.,4.117191665826059,3.553076923076923,1.0
20,Resolve emergencies and perform preventive maintenance and required repairs to the water distribution and wastewater collection systems in a timely manner.,20,Clogged catch basin resolution time (days),The average number of calendar days between receipt and resolution for complaints of clogged catch basins.  One complaint can involve multiple catch basins.,5.931869325793842,5.055480769230769,1.0
21,Resolve emergencies and perform preventive maintenance and required repairs to the water distribution and wastewater collection systems in a timely manner.,21,Street cave-in complaints received,The total number of complaints received by the Department concerning street cave-ins or street depressions. A cave-in is described as the collapse of roadway surface in which the pavement has cracked and fallen into a deep empty space without a solid bottom beneath the street surface.,358.8795039651631,301.5576923076923,1.0
22,"Ensure that customer billing is accurate, transparent and fair.",22,Estimated bills (%),The proportion of water and sewer bills mailed that are not based on actual meter readings.,100.0,3.4226923076923077,1.0
23,Meet revenue targets established by the NYC Water Board.,23,"Total revenue collected ($000,000)",Total amount of money collected by DEP for water and sewer charges.,3747.665384615385,321.1721153846154,1.0
24,Investigate complaints in a timely manner.,24,Asbestos complaints responded to within three hours (%),The percent of complaints concerning asbestos responded to within three hours of receipt.,100.0,99.98076923076923,1.0
25,Investigate complaints in a timely manner.,25,Air quality complaints responded to within seven days (%),The percent of complaints concerning air quality responded to within seven days of receipt.,100.0,97.96153846153847,1.0
26,Investigate complaints in a timely manner.,26,Noise complaints not requiring access to premises responded to within seven days (%),"The percent of complaints concerning noise, not requiring scheduling with the complainant, responded to within seven days.",100.0,98.52884615384616,1.0
27,Investigate complaints in a timely manner.,27,Average days to close noise complaints,"The average number of calendar days between receipt of a noise complaint and closure of the complaint for complaints closed during the reporting period.  A complaint is closed when no further action will be taken on it by DEP.   This includes instances where, upon investigation, no infractions of applicable rules/regulations were found, or infractions were present and a Notice of Violation was issued.",5.039131097193883,4.279903846153847,1.0
28,Investigate complaints in a timely manner.,28,Noise complaints received,The total number of noise complaints received during the reporting period.,5386.204587390577,4522.759615384615,1.0
29,Investigate complaints in a timely manner.,29,Air quality complaints received,The total number of air quality complaints received during the reporting period.,943.8159179222899,787.6826923076923,1.0
30,Investigate complaints in a timely manner.,30,Asbestos complaints received,The total number of asbestos complaints received during the reporting period.,129.16816900149018,110.02884615384616,1.0
31,Comply with all federal and State drinking water quality standards and monitor and respond to customer-reported aesthetic issues.,31,Samples testing positive for coliform bacteria (%),The percent of samples of City drinking water testing positive for coliform bacteria during the period.  This is a standard evaluation of the microbiological purity of drinking water.,100.0,0.41442307692307695,1.0
32,Resolve emergencies and perform preventive maintenance and required repairs to the water distribution and wastewater collection systems in a timely manner.,32,Average time to restore water to customers after confirming breaks (hours),The average number of hours that it takes DEP to restore water service to affected customers from the time the water to the main with the break is shut off until water is restored.,5.7597967959069445,4.847788461538462,1.0
33,Resolve emergencies and perform preventive maintenance and required repairs to the water distribution and wastewater collection systems in a timely manner.,33,Leak complaints received,The total number of leak complaints received during the reporting period; includes complaints on both City and private infrastructure.,357.7376743925793,299.4423076923077,1.0
34,Resolve emergencies and perform preventive maintenance and required repairs to the water distribution and wastewater collection systems in a timely manner.,34,Average time to repair or replace high-priority broken or inoperative hydrants (days),The average number of calendar days it takes DEP to fix a high-priority broken or inoperative hydrant. High-priority repairs and replacements are designated by the NYC Fire Department.,2.937733342060919,2.4558653846153846,1.0
35,Resolve emergencies and perform preventive maintenance and required repairs to the water distribution and wastewater collection systems in a timely manner.,35,Catch basin complaints received,The total number of clogged catch basin complaints received during the reporting period.,883.0008181946621,738.75,1.0
36,Resolve emergencies and perform preventive maintenance and required repairs to the water distribution and wastewater collection systems in a timely manner.,36,Sewer backup complaints received,The total number of sewer backup complaints received during the reporting period.,1183.3120391291843,1009.9134615384615,1.0
37,Resolve emergencies and perform preventive maintenance and required repairs to the water distribution and wastewater collection systems in a timely manner.,37,Average time to respond to street cave-in complaints and make safe (days),The average number of days it took DEP to respond to street cave-ins/depression complaints and resolve related danger during the period.,1.8341054268119583,1.5689423076923075,1.0
38,Meet revenue targets established by the NYC Water Board.,38,Billed amount collected in 30 days (%),The percent of billed amount that is collected by DEP with 30 days of distribution.,100.0,62.14807692307692,1.0
39,Meet revenue targets established by the NYC Water Board.,39,Total revenue as percent of target (%),Total monies actually collected by DEP for water and sewer charges as a percentage of planned collections for the period.,100.0,103.97125,1.0
40,Investigate complaints in a timely manner.,40,Average days to close air quality complaints,"The average number of calendar days between receipt of an air quality complaint and closure of the complaint for complaints closed during the reporting period.  A complaint is closed when no further action will be taken on it by DEP.   This includes instances where, upon investigation, no infractions of applicable rules/regulations were found, or infractions were present and a Notice of Violation was issued.",3.967299440026671,3.3365384615384617,1.0
41,Investigate complaints in a timely manner.,41,Average days to close asbestos complaints,"The average number of days between receipt of an asbestos complaint and closure of the complaint for complaints closed during the reporting period. A complaint is closed when the asbestos issue described in the complaint has either been resolved or determined to be unfounded based on the Department’s inspection; when the complaint location is an abandoned building and access is not possible; or when more information is required and contact information for the complainant is not available.  If the Department issues a Notice of Violation for infractions of applicable rules/regulations and corrective action is required, then a follow-up inspection is done to ensure compliance.",0.7508876753936534,0.635,1.0
42,Stay ahead and be prepared for winter storms and impacts.,42,Snowfall (total inches),"Total amount of snow, in inches, that has fallen during the reporting period.",2.4744107441306613,2.0585106382978724,1.0
43,Stay ahead and be prepared for winter storms and impacts.,43,Salt used (tons),"Amount of salt used, in tons, due to snowfall and icy conditions.",32033.45419779806,27183.63829787234,1.0
44,Increase street and sidewalk cleanliness.,44,(Retired) Streets rated acceptably clean (%) - Manhattan 01,"Percentage of over 6,000 sample blocks rated acceptably clean by Mayor’s Office field inspectors, based on a seven-point picture-based rating scale. Figures show averages based on twice-monthly ratings of the citywide street sample. Source:	Mayor’s Office of Operations.",100.0,96.88494285714286,1.0
45,Increase street and sidewalk cleanliness.,45,(Retired) Streets rated filthy (%),"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.612467415730337,1.0
46,Increase street and sidewalk cleanliness.,46,(Retired) Sidewalks rated acceptably clean (%) [RETIRED],"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,96.72510449438201,1.0
47,Increase street and sidewalk cleanliness.,47,(Retired) Sidewalks rated filthy (%) [RETIRED],"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.3854550561797753,1.0
48,Improve efficiency of waste handling.,48,Missed refuse collections (%),Percentage of curbside refuse tonnage scheduled for collection but not removed by midnight. Excludes holiday weeks and missed collections due to snow events.,100.0,1.5211920792079208,1.0
49,Increase the percentage of waste recycled.,49,Missed recycling collections (%),Percent of curbside and containerized recycling tonnage scheduled for collection but not removed by midnight. Excludes holiday weeks.,100.0,1.0736881188118812,1.0
50,Improve efficiency of waste handling.,50,Refuse tons per truck-shift,Average curbside household refuse tons collected by each truck working an eight-hour shift.,11.30128470538867,9.567448076923077,1.0
